id	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	ARO Category	ARO Accession	ARO Name
AF227204|ARO:3001084	AAF36719.1	AF227204	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001084	NA
AJ632249|ARO:3001772	CAG15145.1	AJ632249	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001772	NA
LN515535|ARO:3003173	CEA29752.1	LN515535	MIR beta-lactamase	monobactam;cephalosporin;cephamycin	antibiotic inactivation	NA	ARO:3003173	NA
KF944358|ARO:3001393	AHJ78622.1	KF944358	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001393	NA
AY082011|ARO:3002957	AAM09853.1	AY082011	vanY;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002957	NA
KM087837|ARO:3002123	AIT76090.1	KM087837	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002123	NA
GU186045|ARO:3002265	ACZ65153.1	GU186045	IND beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3002265	NA
AY553333|ARO:3002206	AAT49070.1	AY553333	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002206	NA
AF252623|ARO:3001876	AAF72531.1	AF252623	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001876	NA
DQ909059|ARO:3001023	ABI81768.1	DQ909059	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001023	NA
AM982522|ARO:3001939	CAQ42481.2	AM982522	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001939	NA
HQ219726|ARO:3002873	ADX95999.1	HQ219726	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation	NA	ARO:3002873	NA
D16171|ARO:3002689	BAA03718.1	D16171	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	NA	ARO:3002689	NA
NC_013452|ARO:3000178	YP_003283625.1	NC_013452	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	NA	ARO:3000178	NA
AJ223604|ARO:3002678	CAA11473.1	AJ223604	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	NA	ARO:3002678	NA
EU342351|ARO:3001118	ABY56290.1	EU342351	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001118	NA
EU408359|ARO:3002513	ACH59005.1	EU408359	subclass B3 LRA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002513	NA
JN596280|ARO:3002348	AEZ05108.1	JN596280	GES beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002348	NA
AB114632|ARO:3002607	BAD00739.1	AB114632	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002607	NA
AF164577|ARO:3001072	AAD43815.1	AF164577	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001072	NA
AM850912|ARO:3002469	CAP12350.2	AM850912	LEN beta-lactamase	penam;penem	antibiotic inactivation	NA	ARO:3002469	NA
HQ637576|ARO:3001179	ADR66517.1	HQ637576	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001179	NA
JQ768046|ARO:3001313	AFK80333.1	JQ768046	major facilitator superfamily (MFS) antibiotic efflux pump	elfamycin antibiotic	antibiotic efflux	NA	ARO:3001313	NA
HQ386846|ARO:3002741	AEH59666.1	HQ386846	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002741	NA
NC_011586|ARO:3000780	YP_002320475.1	NC_011586	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;carbapenem;cephalosporin;tetracycline antibiotic;rifamycin antibiotic;diaminopyrimidine antibiotic;phenicol antibiotic;penem	antibiotic efflux	NA	ARO:3000780	NA
KM087841|ARO:3002149	AIT76094.1	KM087841	DHA beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation	NA	ARO:3002149	NA
D37830|ARO:3001906	BAA07082.1	D37830	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001906	NA
AM941845|ARO:3001337	CAQ03504.1	AM941845	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001337	NA
JX050178|ARO:3001058	AFN69127.1	JX050178	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001058	NA
AY150585|ARO:3001097	AAN77730.1	AY150585	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001097	NA
EU850412|ARO:3002249	ACJ61335.1	EU850412	CARB beta-lactamase	penam	antibiotic inactivation	NA	ARO:3002249	NA
AB753457|ARO:3002231	BAM62794.1	AB753457	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002231	NA
M28303|ARO:3003564	AAA26775.1	M28303	EXO beta-lactamase	penam	antibiotic inactivation	NA	ARO:3003564	NA
AY077483|ARO:3002392	AAL78276.1	AY077483	OXY beta-lactamase	monobactam;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002392	NA
Z28968|ARO:3002379	CAA82281.1	Z28968	SME beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3002379	NA
AB028210|ARO:3002544	BAA78619.1	AB028210	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002544	NA
KJ207209|ARO:3001847	AHL39340.1	KJ207209	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3001847	NA
JX173956|ARO:3002190	AGH56079.1	JX173956	MOX beta-lactamase	cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3002190	NA
D13210|ARO:3002250	BAA02497.1	D13210	CARB beta-lactamase	penam	antibiotic inactivation	NA	ARO:3002250	NA
AY263404|ARO:3001105	AAP03063.1	AY263404	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001105	NA
AY130284|ARO:3000941	AAN05028.1	AY130284	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000941	NA
AB280919|ARO:3002048	BAF36388.1	AB280919	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002048	NA
AM941848|ARO:3001156	CAQ03507.1	AM941848	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001156	NA
AJ561197|ARO:3002839	CAD91132.1	AJ561197	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	NA	ARO:3002839	NA
EU515248|ARO:3002186	ACA30419.1	EU515248	MOX beta-lactamase	cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3002186	NA
GQ396303|ARO:3002368	ADD80743.1	GQ396303	PER beta-lactamase	monobactam;carbapenem;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3002368	NA
X78117|ARO:3001857	CAA55007.1	X78117	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3001857	NA
EU427302|ARO:3001829	ABZ81086.1	EU427302	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3001829	NA
JN596991|ARO:3001806	AEQ73521.1	JN596991	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001806	NA
KF976462|ARO:3003011	AHG97174.1	KF976462	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	NA	ARO:3003011	NA
AY261375|ARO:3003104	AAP97129.1	AY261375	CphA beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3003104	NA
EU259884|ARO:3002374	ACA34904.1	EU259884	VEB beta-lactamase	monobactam;cephalosporin	antibiotic inactivation	NA	ARO:3002374	NA
Y00459|ARO:3002657	CAA68516.1	Y00459	APH(6)	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002657	NA
GQ402541|ARO:3002060	ACV32310.1	GQ402541	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002060	NA
JF268688|ARO:3001809	AEM66528.1	JF268688	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001809	NA
AY130287|ARO:3002472	AAN05031.1	AY130287	LEN beta-lactamase	penam;penem	antibiotic inactivation	NA	ARO:3002472	NA
KF564648|ARO:3002120	AGZ20169.1	KF564648	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002120	NA
JX440355|ARO:3001834	AFU25650.1	JX440355	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3001834	NA
AF173226|ARO:3003051	AAD51347.1	AF173226	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic;cephalosporin;cephamycin;penam	antibiotic efflux	NA	ARO:3003051	NA
HQ449669|ARO:3002708	ADU33193.1	HQ449669	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002708	NA
AF155139|ARO:3002952	AAF36806.1	AF155139	vanZ;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002952	NA
EU250284|ARO:3002974	ABX54688.1	EU250284	glycopeptide resistance gene cluster;vanXY	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002974	NA
KM433672|ARO:3003161	AIY30332.1	KM433672	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3003161	NA
AY584237|ARO:3002381	AAS92558.1	AY584237	SME beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3002381	NA
KC580653|ARO:3002776	AGL43625.1	KC580653	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002776	NA
JQ407409|ARO:3002219	AFG73659.1	JQ407409	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002219	NA
JQ734687|ARO:3002354	AFK80349.1	JQ734687	NDM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3002354	NA
FN546177|ARO:3002056	CBB16411.1	FN546177	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002056	NA
AY008291|ARO:3001427	AAG23871.1	AY008291	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001427	NA
AF099140|ARO:3002826	AAC78336.1	AF099140	macrolide esterase	macrolide antibiotic	antibiotic inactivation	NA	ARO:3002826	NA
AF242872|ARO:3002844	AAF86220.1	AF242872	streptogramin vat acetyltransferase	streptogramin antibiotic	antibiotic inactivation	NA	ARO:3002844	NA
DQ322460|ARO:3001139	ABC54571.1	DQ322460	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001139	NA
JN676230|ARO:3002302	AEZ49857.1	JN676230	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002302	NA
HQ875573|ARO:3002229	AEN75249.1	HQ875573	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002229	NA
EF136377|ARO:3001026	ABM54870.1	EF136377	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001026	NA
NC_003197|ARO:3002571	NP_460903.1	NC_003197	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;cephalosporin;glycylcycline;penam;tetracycline antibiotic;rifamycin antibiotic;phenicol antibiotic;triclosan	antibiotic efflux	NA	ARO:3002571	NA
AY289548|ARO:3001108	AAP41944.1	AY289548	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001108	NA
FJ919776|ARO:3001034	ACR22829.1	FJ919776	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3001034	NA
AJ866988|ARO:3000994	CAI29263.1	AJ866988	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000994	NA
DQ491200|ARO:3001437	ABF50983.1	DQ491200	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001437	NA
AF427127|ARO:3000948	AAL29433.1	AF427127	TEM beta-lactamase	monobactam;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3000948	NA
HE963770|ARO:3001674	CCJ32597.1	HE963770	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001674	NA
JQ341060|ARO:3001344	AFQ32277.1	JQ341060	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001344	NA
FJ627180|ARO:3002367	ACN22483.1	FJ627180	PER beta-lactamase	monobactam;carbapenem;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3002367	NA
AJ781421|ARO:3002027	CAH03679.1	AJ781421	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002027	NA
KM401566|ARO:3003117	AIZ00987.1	KM401566	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3003117	NA
AF326355|ARO:3002331	AAK58421.1	AF326355	GES beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3002331	NA
EU274581|ARO:3001153	ABX71158.1	EU274581	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001153	NA
AF047479|ARO:3002603	AAC14728.1	AF047479	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002603	NA
KJ476816.1|ARO:3000861	AIA09786.1	KJ476816.1	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration	NA	ARO:3000861	NA
JX440354|ARO:3001836	AFU25647.1	JX440354	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3001836	NA
NC_006350.1|ARO:3002982	YP_108402.1	NC_006350.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	NA	ARO:3002982	NA
DQ256079|ARO:3002033	ABB72431.1	DQ256079	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002033	NA
AIIS01000002.1|ARO:3002875	EOD99669.1	AIIS01000002.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	NA	ARO:3002875	NA
HE650138|ARO:3003205	CCF55073.1	HE650138	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic;lincosamide antibiotic;streptogramin antibiotic	antibiotic target alteration	NA	ARO:3003205	NA
AF162694|ARO:3002922	AAF61331.1	AF162694	glycopeptide resistance gene cluster;vanXY	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002922	NA
M22126|ARO:3002650	AAC32025.1	M22126	APH(3')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002650	NA
AF242872|ARO:3000375	AAF86220.1	AF242872	streptogramin vat acetyltransferase	streptogramin antibiotic	antibiotic inactivation	NA	ARO:3000375	NA
AF173226|ARO:3003066	AAD51347.1	AF173226	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic;cephalosporin;cephamycin;penam	antibiotic efflux	NA	ARO:3003066	NA
AY862132|ARO:3001645	AAW81358.1	AY862132	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001645	NA
AF441286|ARO:3000843	AAN63647.1	AF441286	MUS beta-lactamase	carbapenem	antibiotic inactivation	NA	ARO:3000843	NA
L09756|ARO:3000192	AAA25293.1	L09756	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection	NA	ARO:3000192	NA
AY566250|ARO:3000391	AAS68233.1	AY566250	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic;acridine dye	antibiotic efflux	NA	ARO:3000391	NA
JN051143|ARO:3001182	AEK80394.1	JN051143	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001182	NA
DQ365886|ARO:3002283	ABC94518.1	DQ365886	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002283	NA
LN515533|ARO:3003154	CEA29750.1	LN515533	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3003154	NA
AL123456.3|ARO:3000816	CCP43410.1	AL123456.3	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	peptide antibiotic;rifamycin antibiotic	antibiotic target alteration;antibiotic target replacement	NA	ARO:3000816	NA
AM850922|ARO:3002453	CAP12360.2	AM850922	OKP beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002453	NA
DQ212986|ARO:3002972	ABA71729.1	DQ212986	vanY;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002972	NA
AY712687|ARO:3002628	AAU10334.1	AY712687	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002628	NA
AB205197|ARO:3001924	BAD90119.1	AB205197	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001924	NA
EU136183|ARO:3002731	ABV66096.1	EU136183	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002731	NA
KF992028|ARO:3001839	AHM76777.1	KF992028	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3001839	NA
AY082011|ARO:3003070	AAM09853.1	AY082011	vanY;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3003070	NA
NC_004722.1|ARO:3000172	NP_831795.1	NC_004722.1	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation	NA	ARO:3000172	NA
HQ111474|ARO:3001475	ADV41666.1	HQ111474	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001475	NA
AF226276.1|ARO:3002682	AAF66228.1	AF226276.1	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	NA	ARO:3002682	NA
AB639410|ARO:3003039	BAM10414.1	AB639410	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic;fluoroquinolone antibiotic;aminoglycoside antibiotic;carbapenem;tetracycline antibiotic	antibiotic efflux	NA	ARO:3003039	NA
FJ872411|ARO:3002935	AAL27443.1	FJ872411	glycopeptide resistance gene cluster;vanXY	glycopeptide antibiotic	antibiotic target alteration	NA	ARO:3002935	NA
JF800667|ARO:3001483	AEO92079.1	JF800667	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001483	NA
HQ877615|ARO:3001159	AEK48094.1	HQ877615	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001159	NA
DQ519086|ARO:3001627	ABF47914.1	DQ519086	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001627	NA
AF060206|ARO:3001412	AAC15074.1	AF060206	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001412	NA
EF614235|ARO:3002586	ABR10840.1	EF614235	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	NA	ARO:3002586	NA
GQ390805|ARO:3001170	ACV32633.1	GQ390805	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001170	NA
EF526508|ARO:3002723	ABP88094.1	EF526508	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002723	NA
X07848|ARO:3002685	CAA30695.1	X07848	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	NA	ARO:3002685	NA
EF125013|ARO:3001823	ABL67017.1	EF125013	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	NA	ARO:3001823	NA
DQ278190|ARO:3002861	ABB89122.1	DQ278190	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	NA	ARO:3002861	NA
KC202804|ARO:3002803	AGH08253.1	KC202804	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002803	NA
GQ351345|ARO:3002086	ACU00152.1	GQ351345	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002086	NA
AJ557142|ARO:3001894	CAD89606.1	AJ557142	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	NA	ARO:3001894	NA
AF205943|ARO:3001405	AAG45720.1	AF205943	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001405	NA
JX440357|ARO:3002765	AFU25656.1	JX440357	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002765	NA
AY740681|ARO:3002365	AAU89132.1	AY740681	PER beta-lactamase	monobactam;carbapenem;cephalosporin;penam;penem	antibiotic inactivation	NA	ARO:3002365	NA
HM439641|ARO:3002742	ADM52186.1	HM439641	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	NA	ARO:3002742	NA
HQ832678|ARO:3002077	ADW84690.1	HQ832678	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002077	NA
EU780012|ARO:3002859	ACI32877.1	EU780012	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	NA	ARO:3002859	NA
KF305673|ARO:3002070	AGU59995.1	KF305673	CMY beta-lactamase	cephamycin	antibiotic inactivation	NA	ARO:3002070	NA
M20129|ARO:3001307	AAA98349.1	M20129	streptogramin vgb lyase	streptogramin antibiotic	antibiotic inactivation	NA	ARO:3001307	NA
AB498758|ARO:3003440	BAI83385.1	AB498758	methicillin resistant PBP2	monobactam;carbapenem;cephalosporin;cephamycin;penam	antibiotic target replacement	NA	ARO:3003440	NA
AF509241|ARO:3001419	AAM34291.1	AF509241	OXA beta-lactamase	monobactam;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001419	NA
X98102|ARO:3001061	CAA66730.1	X98102	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001061	NA
AM412777|ARO:3001439	CAL85435.1	AM412777	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3001439	NA
AF117747|ARO:3001081	AAF34337.1	AF117747	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	NA	ARO:3001081	NA
EU408346.1|ARO:3002482	ACH58980.1	EU408346.1	class A LRA beta-lactamase	cephalosporin;penam	antibiotic inactivation	NA	ARO:3002482	NA
EU886977|ARO:3002575	ACI28880.1	EU886977	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	NA	ARO:3002575	NA
